Sp.Scien.jetz,Sp.Eng.jetz,Sp.Scien.hbw,Sp.Eng.hbw,Match_jetz_birdlife,Order,strategy_3,distance_4,distance_quanti_RES0,distance_quanti_ALL
Microeca_hemixantha,Golden-bellied-Flyrobin,Microeca_hemixantha,Tanimbar-Flyrobin,Microeca_hemixantha,PASSERIFORMES,resident,resident,0,26.0240902072336
Microeca_papuana,Canary-Flyrobin,Microeca_papuana,Canary-Flyrobin,Microeca_papuana,PASSERIFORMES,resident,resident,0,169.884110643187
Microhierax_caerulescens,Collared-Falconet,Microhierax_caerulescens,Collared-Falconet,Microhierax_caerulescens,FALCONIFORMES,resident,resident,0,333.06582670589
Microhierax_erythrogenys,Philippine-Falconet,Microhierax_erythrogenys,Philippine-Falconet,Microhierax_erythrogenys,FALCONIFORMES,resident,resident,0,184.136570000613
Microhierax_fringillarius,Black-thighed-Falconet,Microhierax_fringillarius,Black-thighed-Falconet,Microhierax_fringillarius,FALCONIFORMES,resident,resident,0,393.910829600951
Microhierax_latifrons,White-fronted-Falconet,Microhierax_latifrons,White-fronted-Falconet,Microhierax_latifrons,FALCONIFORMES,resident,resident,0,75.9692863013119
Microhierax_melanoleucos,Pied-Falconet,Microhierax_melanoleucos,Pied-Falconet,Microhierax_melanoleucos,FALCONIFORMES,resident,resident,0,401.687417807591
Microligea_palustris,Green-tailed-Warbler,Microligea_palustris,Green-tailed-Warbler,Microligea_palustris,PASSERIFORMES,resident,resident,0,50.9449680676613
Micromacronus_leytensis,Visayan-Miniature-babbler,Micromacronus_leytensis,Visayan-Miniature-Babbler,Micromacronus_leytensis,PASSERIFORMES,resident,resident,0,110.063935136593
Micromacronus_sordidus,Mindanao-Miniature-babbler,Micromacronus_sordidus,Mindanao-Miniature-Babbler,Micromacronus_sordidus,PASSERIFORMES,resident,resident,0,58.2869383955844
Micromonacha_lanceolata,Lanceolated-Monklet,Micromonacha_lanceolata,Lanceolated-Monklet,Micromonacha_lanceolata,PICIFORMES,resident,resident,0,334.466262437031
Microparra_capensis,Lesser-Jacana,Microparra_capensis,Lesser-Jacana,Microparra_capensis,CHARADRIIFORMES,resident,resident,0,629.177054322208
Micropsitta_bruijnii,Red-breasted-Pygmy-parrot,Micropsitta_bruijnii,Red-breasted-Pygmy-parrot,Micropsitta_bruijnii,PSITTACIFORMES,resident,resident,0,245.916514333624
Micropsitta_finschii,Finschs-Pygmy-parrot,Micropsitta_finschii,Green-Pygmy-parrot,Micropsitta_finschii,PSITTACIFORMES,resident,resident,0,143.799994323548
Micropsitta_geelvinkiana,Geelvink-Pygmy-parrot,Micropsitta_geelvinkiana,Geelvink-Pygmy-parrot,Micropsitta_geelvinkiana,PSITTACIFORMES,resident,resident,0,18.5513778496866
Micropsitta_keiensis,Yellow-capped-Pygmy-parrot,Micropsitta_keiensis,Yellow-capped-Pygmy-parrot,Micropsitta_keiensis,PSITTACIFORMES,resident,resident,0,166.968575220669
Micropsitta_meeki,Meeks-Pygmy-parrot,Micropsitta_meeki,Yellow-breasted-Pygmy-parrot,Micropsitta_meeki,PSITTACIFORMES,resident,resident,0,26.1422423181096
Micropsitta_pusio,Buff-faced-Pygmy-parrot,Micropsitta_pusio,Buff-faced-Pygmy-parrot,Micropsitta_pusio,PSITTACIFORMES,resident,resident,0,210.335917758101
Micropygia_schomburgkii,Ocellated-Crake,Micropygia_schomburgkii,Ocellated-Crake,Micropygia_schomburgkii,GRUIFORMES,resident,resident,0,470.811243090688
Microrhopias_quixensis,Dot-winged-Antwren,Microrhopias_quixensis,Dot-winged-Antwren,Microrhopias_quixensis,PASSERIFORMES,resident,resident,0,610.222934449282
Microstilbon_burmeisteri,Slender-tailed-Woodstar,Microstilbon_burmeisteri,Slender-tailed-Woodstar,Microstilbon_burmeisteri,CAPRIMULGIFORMES,resident,resident,0,112.072998244981
Miliaria_calandra,Corn-Bunting,Emberiza_calandra,Corn-Bunting,Miliaria_calandra,PASSERIFORMES,partial_mig,short,1767.05817582888,1767.05817582888
Milvago_chimachima,Yellow-headed-Caracara,Milvago_chimachima,Yellow-headed-Caracara,Milvago_chimachima,FALCONIFORMES,resident,resident,0,923.188232304941
Milvago_chimango,Chimango-Caracara,Phalcoboenus_chimango,Chimango-Caracara,Phalcoboenus_chimango,FALCONIFORMES,resident,resident,0,532.949369485446
Milvus_migrans,Black-Kite,Milvus_migrans,Black-Kite,Milvus_migrans,ACCIPITRIFORMES,partial_mig,long,4104.37679830765,4104.37679830765
Milvus_milvus,Red-Kite,Milvus_milvus,Red-Kite,Milvus_milvus,ACCIPITRIFORMES,partial_mig,short,705.223788174334,705.223788174334
Mimizuku_gurneyi,Giant-Scops-owl,Otus_gurneyi,Giant-Scops-owl,Otus_gurneyi,STRIGIFORMES,resident,resident,0,107.331867672106
Mimus_dorsalis,Brown-backed-Mockingbird,Mimus_dorsalis,Brown-backed-Mockingbird,Mimus_dorsalis,PASSERIFORMES,resident,resident,0,110.746139526806
Mimus_gilvus,Tropical-Mockingbird,Mimus_gilvus,Tropical-Mockingbird,Mimus_gilvus,PASSERIFORMES,resident,resident,0,513.186982218753
Mimus_graysoni,Socorro-Mockingbird,Mimodes_graysoni,Socorro-Mockingbird,Mimus_graysoni,PASSERIFORMES,resident,resident,0,0
Mimus_gundlachii,Bahama-Mockingbird,Mimus_gundlachii,Bahama-Mockingbird,Mimus_gundlachii,PASSERIFORMES,resident,resident,0,130.76957133447
Mimus_longicaudatus,Long-tailed-Mockingbird,Mimus_longicaudatus,Long-tailed-Mockingbird,Mimus_longicaudatus,PASSERIFORMES,resident,resident,0,170.362618746088
Mimus_macdonaldi,Espanola-Mockingbird,Nesomimus_macdonaldi,Espanola-Mockingbird,Mimus_macdonaldi,PASSERIFORMES,resident,resident,0,0
Mimus_melanotis,San-Cristobal-Mockingbird,Nesomimus_melanotis,San-Cristobal-Mockingbird,Mimus_melanotis,PASSERIFORMES,resident,resident,0,18.4290778901677
Mimus_parvulus,Galapagos-Mockingbird,Nesomimus_parvulus,Galapagos-Mockingbird,Mimus_parvulus,PASSERIFORMES,resident,resident,0,41.263796002329
Mimus_patagonicus,Patagonian-Mockingbird,Mimus_patagonicus,Patagonian-Mockingbird,Mimus_patagonicus,PASSERIFORMES,partial_mig,variable,562.349529407234,562.349529407234
Mimus_polyglottos,Northern-Mockingbird,Mimus_polyglottos,Northern-Mockingbird,Mimus_polyglottos,PASSERIFORMES,resident,resident,0,842.1091521394
Mimus_saturninus,Chalk-browed-Mockingbird,Mimus_saturninus,Chalk-browed-Mockingbird,Mimus_saturninus,PASSERIFORMES,resident,resident,0,696.417400862455
Mimus_thenca,Chilean-Mockingbird,Mimus_thenca,Chilean-Mockingbird,Mimus_thenca,PASSERIFORMES,resident,resident,0,118.978471567245
Mimus_trifasciatus,Floreana-Mockingbird,Nesomimus_trifasciatus,Floreana-Mockingbird,Mimus_trifasciatus,PASSERIFORMES,resident,resident,0,0
Mimus_triurus,White-banded-Mockingbird,Mimus_triurus,White-banded-Mockingbird,Mimus_triurus,PASSERIFORMES,partial_mig,short,702.637777228457,702.637777228457
Minla_cyanouroptera,Blue-winged-Minla,Siva_cyanouroptera,Blue-winged-Siva,Minla_cyanouroptera,PASSERIFORMES,resident,resident,0,473.217746881322
Minla_ignotincta,Red-tailed-Minla,Minla_ignotincta,Red-tailed-Minla,Minla_ignotincta,PASSERIFORMES,resident,resident,0,347.058764930336
Minla_strigula,Chestnut-tailed-Minla,Chrysominla_strigula,Bar-throated-Minla,Minla_strigula,PASSERIFORMES,resident,resident,0,378.282417098061
Mino_anais,Golden-Myna,Mino_anais,Golden-Myna,Mino_anais,PASSERIFORMES,resident,resident,0,247.37443388013
Mino_dumontii,Yellow-faced-Myna,Mino_dumontii,Yellow-faced-Myna,Mino_dumontii,PASSERIFORMES,resident,resident,0,321.939458667013
Mionectes_macconnelli,MacConnells-Flycatcher,Mionectes_macconnelli,McConnells-Flycatcher,Mionectes_macconnelli,PASSERIFORMES,resident,resident,0,461.104131516601
Mionectes_oleagineus,Ochre-bellied-Flycatcher,Mionectes_oleagineus,Ochre-bellied-Flycatcher,Mionectes_oleagineus,PASSERIFORMES,resident,resident,0,786.894375369309
Mionectes_olivaceus,Olive-striped-Flycatcher,Mionectes_olivaceus,Olive-striped-Flycatcher,Mionectes_olivaceus,PASSERIFORMES,resident,resident,0,406.944412832717
Mionectes_rufiventris,Grey-hooded-Flycatcher,Mionectes_rufiventris,Grey-hooded-Flycatcher,Mionectes_rufiventris,PASSERIFORMES,resident,resident,0,264.504450352037
Mionectes_striaticollis,Streak-necked-Flycatcher,Mionectes_striaticollis,Streak-necked-Flycatcher,Mionectes_striaticollis,PASSERIFORMES,resident,resident,0,289.903242745743
Mirafra_affinis,Jerdons-Bushlark,Mirafra_affinis,Jerdons-Bushlark,Mirafra_affinis,PASSERIFORMES,resident,resident,0,273.572524345813
Mirafra_africana,Rufous-naped-Lark,Mirafra_africana,Rufous-naped-Lark,Mirafra_africana,PASSERIFORMES,resident,resident,0,659.878966681313
Mirafra_africanoides,Fawn-coloured-Lark,Calendulauda_africanoides,Fawn-coloured-Lark,Mirafra_africanoides,PASSERIFORMES,resident,resident,0,384.429130140843
Mirafra_albicauda,White-tailed-Lark,Mirafra_albicauda,White-tailed-Lark,Mirafra_albicauda,PASSERIFORMES,resident,resident,0,248.498031853778
Mirafra_alopex,Abyssinian-Lark,Calendulauda_alopex,Foxy-Lark,Mirafra_alopex,PASSERIFORMES,resident,resident,0,274.173468348389
Mirafra_angolensis,Angola-Lark,Mirafra_angolensis,Angola-Lark,Mirafra_angolensis,PASSERIFORMES,resident,resident,0,237.610015180743
Mirafra_apiata,Clapper-Lark,Mirafra_apiata,Cape-Clapper-Lark,Mirafra_apiata,PASSERIFORMES,resident,resident,0,354.319263626082
Mirafra_ashi,Ashs-Lark,Mirafra_ashi,Ashs-Lark,Mirafra_ashi,PASSERIFORMES,resident,resident,0,18.5377510757911
Mirafra_assamica,Rufous-winged-Lark,Mirafra_assamica,Bengal-Bushlark,Mirafra_assamica,PASSERIFORMES,resident,resident,0,504.643296417007
Mirafra_cantillans,Singing-Bushlark,Mirafra_cantillans,Singing-Bushlark,Mirafra_cantillans,PASSERIFORMES,resident,resident,0,886.264433367281
Mirafra_cheniana,Melodious-Lark,Mirafra_cheniana,Melodious-Lark,Mirafra_cheniana,PASSERIFORMES,resident,resident,0,144.992867398158
Mirafra_collaris,Collared-Lark,Mirafra_collaris,Collared-Lark,Mirafra_collaris,PASSERIFORMES,resident,resident,0,173.856564625264
Mirafra_cordofanica,Kordofan-Lark,Mirafra_cordofanica,Kordofan-Lark,Mirafra_cordofanica,PASSERIFORMES,resident,resident,0,360.853484526428
Mirafra_erythrocephala,Indochinese-Bushlark,Mirafra_erythrocephala,Indochinese-Bushlark,Mirafra_erythrocephala,PASSERIFORMES,resident,resident,0,249.668720214111
Mirafra_erythroptera,Indian-Lark,Mirafra_erythroptera,Indian-Bushlark,Mirafra_erythroptera,PASSERIFORMES,resident,resident,0,325.328163728343
Mirafra_gilletti,Gilletts-Lark,Mirafra_gilletti,Gilletts-Lark,Mirafra_gilletti,PASSERIFORMES,resident,resident,0,205.163019461126
Mirafra_hova,Madagascar-Lark,Mirafra_hova,Madagascar-Lark,Mirafra_hova,PASSERIFORMES,resident,resident,0,202.241645453826
Mirafra_hypermetra,Red-winged-Lark,Mirafra_hypermetra,Red-winged-Lark,Mirafra_hypermetra,PASSERIFORMES,resident,resident,0,248.571411728968
Mirafra_javanica,Australasian-Lark,Mirafra_javanica,Australasian-Bushlark,Mirafra_javanica,PASSERIFORMES,resident,resident,0,854.714526278847
Mirafra_microptera,Burmese-Bushlark,Mirafra_microptera,Burmese-Bushlark,Mirafra_microptera,PASSERIFORMES,resident,resident,0,76.2197933889737
Mirafra_passerina,Monotonous-Lark,Mirafra_passerina,Monotonous-Lark,Mirafra_passerina,PASSERIFORMES,resident,resident,0,357.103348248029
Mirafra_poecilosterna,Pink-breasted-Lark,Calendulauda_poecilosterna,Pink-breasted-Lark,Mirafra_poecilosterna,PASSERIFORMES,resident,resident,0,222.874298973008
Mirafra_pulpa,Friedmanns-Lark,Mirafra_pulpa,Friedmanns-Lark,Mirafra_pulpa,PASSERIFORMES,resident,resident,0,66.6727724450729
Mirafra_rufa,Rusty-Lark,Mirafra_rufa,Rusty-Lark,Mirafra_rufa,PASSERIFORMES,resident,resident,0,212.826992304727
Mirafra_rufocinnamomea,Flappet-Lark,Mirafra_rufocinnamomea,Flappet-Lark,Mirafra_rufocinnamomea,PASSERIFORMES,resident,resident,0,912.867979672364
Mirafra_sabota,Sabota-Lark,Calendulauda_sabota,Sabota-Lark,Mirafra_sabota,PASSERIFORMES,resident,resident,0,411.574115168692
Mirafra_somalica,Somali-Lark,Mirafra_somalica,Somali-Long-billed-Lark,Mirafra_somalica,PASSERIFORMES,resident,resident,0,132.030596020717
Mirafra_williamsi,Williamss-Lark,Mirafra_williamsi,Williamss-Lark,Mirafra_williamsi,PASSERIFORMES,resident,resident,0,55.2882882761768
Mitrephanes_olivaceus,Olive-Flycatcher,Mitrephanes_olivaceus,Olive-Flycatcher,Mitrephanes_olivaceus,PASSERIFORMES,resident,resident,0,151.998654615487
Mitrephanes_phaeocercus,Tufted-Flycatcher,Mitrephanes_phaeocercus,Tufted-Flycatcher,Mitrephanes_phaeocercus,PASSERIFORMES,resident,resident,0,384.69061453272
Mitrospingus_cassinii,Dusky-faced-Tanager,Mitrospingus_cassinii,Dusky-faced-Tanager,Mitrospingus_cassinii,PASSERIFORMES,resident,resident,0,173.139817745636
Mitrospingus_oleagineus,Olive-backed-Tanager,Mitrospingus_oleagineus,Olive-backed-Tanager,Mitrospingus_oleagineus,PASSERIFORMES,resident,resident,0,55.4188925136793
Mitu_mitu,Alagoas-Curassow,Mitu_mitu,Alagoas-Curassow,NA,GALLIFORMES,resident,resident,NA,NA
Mitu_salvini,Salvins-Curassow,Mitu_salvini,Salvins-Curassow,Mitu_salvini,GALLIFORMES,resident,resident,0,175.872766668033
Mitu_tomentosum,Crestless-Curassow,Mitu_tomentosum,Crestless-Curassow,Mitu_tomentosum,GALLIFORMES,resident,resident,0,289.4241342545
Mitu_tuberosum,Razor-billed-Curassow,Mitu_tuberosum,Razor-billed-Curassow,Mitu_tuberosum,GALLIFORMES,resident,resident,0,502.987707218844
Mniotilta_varia,Black-and-white-Warbler,Mniotilta_varia,Black-and-white-Warbler,Mniotilta_varia,PASSERIFORMES,strict_mig,variable,2474.12238777118,2474.12238777118
Modulatrix_orostruthus,Dapple-throat,Arcanator_orostruthus,Dapple-throat,Modulatrix_orostruthus,PASSERIFORMES,resident,resident,0,41.0648305988631
Modulatrix_stictigula,Spot-throat,Modulatrix_stictigula,Spot-throat,Modulatrix_stictigula,PASSERIFORMES,resident,resident,0,93.9701664836775
Mohoua_albicilla,Whitehead,Mohoua_albicilla,Whitehead,Mohoua_albicilla,PASSERIFORMES,resident,resident,0,70.8080567386216
Mohoua_novaeseelandiae,Pipipi,Mohoua_novaeseelandiae,New-Zealand-Brown-Creeper,Mohoua_novaeseelandiae,PASSERIFORMES,resident,resident,0,111.07620949879
Mohoua_ochrocephala,Yellowhead,Mohoua_ochrocephala,Yellowhead,Mohoua_ochrocephala,PASSERIFORMES,resident,resident,0,54.6597281083099
Molothrus_aeneus,Bronzed-Cowbird,Molothrus_aeneus,Bronzed-Cowbird,Molothrus_aeneus,PASSERIFORMES,partial_mig,short,589.233236706087,589.233236706087
Molothrus_armenti,Bronze-brown-Cowbird,Molothrus_armenti,Bronze-brown-Cowbird,NA1,PASSERIFORMES,resident,resident,NA,NA
Molothrus_ater,Brown-headed-Cowbird,Molothrus_ater,Brown-headed-Cowbird,Molothrus_ater,PASSERIFORMES,partial_mig,variable,1373.60511237729,1373.60511237729
Molothrus_bonariensis,Shiny-Cowbird,Molothrus_bonariensis,Shiny-Cowbird,Molothrus_bonariensis,PASSERIFORMES,resident,resident,0,1045.26120474863
Molothrus_oryzivorus,Giant-Cowbird,Molothrus_oryzivorus,Giant-Cowbird,Molothrus_oryzivorus,PASSERIFORMES,resident,resident,0,866.976905788822
Molothrus_rufoaxillaris,Screaming-Cowbird,Molothrus_rufoaxillaris,Screaming-Cowbird,Molothrus_rufoaxillaris,PASSERIFORMES,resident,resident,0,448.18636473314
Momotus_aequatorialis,Andean-Motmot,Momotus_aequatorialis,Highland-Motmot,Momotus_aequatorialis,CORACIIFORMES,resident,resident,0,210.193969359034
Momotus_mexicanus,Russet-crowned-Motmot,Momotus_mexicanus,Russet-crowned-Motmot,Momotus_mexicanus,CORACIIFORMES,resident,resident,0,197.369372664508
Momotus_momota,Blue-crowned-Motmot,Momotus_momota,Amazonian-Motmot,Momotus_momota,CORACIIFORMES,resident,resident,0,717.384262131262
Monachella_muelleriana,Torrent-Robin,Monachella_muelleriana,Torrent-Flyrobin,Monachella_muelleriana,PASSERIFORMES,resident,resident,0,223.598015616934
Monarcha_axillaris,Black-Monarch,Monarcha_axillaris,Black-Monarch,Monarcha_axillaris,PASSERIFORMES,resident,resident,0,144.053999243835
Monarcha_barbatus,Black-and-white-Monarch,Monarcha_barbatus,Black-and-white-Monarch,Monarcha_barbatus,PASSERIFORMES,resident,resident,0,82.4630103267783
Monarcha_boanensis,Black-chinned-Monarch,Monarcha_boanensis,Black-chinned-Monarch,Monarcha_boanensis,PASSERIFORMES,resident,resident,0,0
Monarcha_brehmii,Biak-Monarch,Monarcha_brehmii,Biak-Monarch,Monarcha_brehmii,PASSERIFORMES,resident,resident,0,18.5505357943286
Monarcha_browni,Kolombangara-Monarch,Monarcha_browni,Kolombangara-Monarch,Monarcha_browni,PASSERIFORMES,resident,resident,0,36.7188476281072
Monarcha_castaneiventris,Chestnut-bellied-Monarch,Monarcha_castaneiventris,Chestnut-bellied-Monarch,Monarcha_castaneiventris,PASSERIFORMES,resident,resident,0,78.0402876680576
Monarcha_castus,Loetoe-Monarch,Monarcha_pileatus,White-naped-Monarch,Monarcha_castus,PASSERIFORMES,resident,resident,0,26.0240902072336
Monarcha_chrysomela,Golden-Monarch,Monarcha_chrysomela,Golden-Monarch,Monarcha_chrysomela,PASSERIFORMES,resident,resident,0,272.000303882331
Monarcha_cinerascens,Island-Monarch,Monarcha_cinerascens,Island-Monarch,Monarcha_cinerascens,PASSERIFORMES,resident,resident,0,373.431448115146
Monarcha_erythrostictus,Bougainville-Monarch,Monarcha_erythrostictus,Bougainville-Monarch,Monarcha_erythrostictus,PASSERIFORMES,resident,resident,0,36.8633106934677
Monarcha_everetti,White-tipped-Monarch,Monarcha_everetti,White-tipped-Monarch,Monarcha_everetti,PASSERIFORMES,resident,resident,0,0
Monarcha_frater,Black-winged-Monarch,Monarcha_frater,Black-winged-Monarch,Monarcha_frater,PASSERIFORMES,resident,resident,0,169.977287082104
Monarcha_godeffroyi,Yap-Monarch,Monarcha_godeffroyi,Yap-Monarch,Monarcha_godeffroyi,PASSERIFORMES,resident,resident,0,0
Monarcha_guttula,Spot-winged-Monarch,Monarcha_guttula,Spot-winged-Monarch,Monarcha_guttula,PASSERIFORMES,resident,resident,0,274.062177092524
Monarcha_infelix,Manus-Monarch,Monarcha_infelix,Manus-Monarch,Monarcha_infelix,PASSERIFORMES,resident,resident,0,18.5422095140658
Monarcha_julianae,Black-backed-Monarch,Monarcha_julianae,Kofiau-Monarch,Monarcha_julianae,PASSERIFORMES,resident,resident,0,0
Monarcha_leucotis,White-eared-Monarch,Monarcha_leucotis,White-eared-Monarch,Monarcha_leucotis,PASSERIFORMES,resident,resident,0,192.252920285173
Monarcha_leucurus,White-tailed-Monarch,Monarcha_leucurus,White-tailed-Monarch,Monarcha_leucurus,PASSERIFORMES,resident,resident,0,18.4310031212551
Monarcha_loricatus,Black-tipped-Monarch,Monarcha_loricatus,Black-tipped-Monarch,Monarcha_loricatus,PASSERIFORMES,resident,resident,0,26.1280304175434
Monarcha_manadensis,Hooded-Monarch,Monarcha_manadensis,Hooded-Monarch,Monarcha_manadensis,PASSERIFORMES,resident,resident,0,239.614279916577
Monarcha_melanopsis,Black-faced-Monarch,Monarcha_melanopsis,Black-faced-Monarch,Monarcha_melanopsis,PASSERIFORMES,partial_mig,variable,1338.24771478551,1338.24771478551
Monarcha_menckei,White-breasted-Monarch,Monarcha_menckei,White-breasted-Monarch,Monarcha_menckei,PASSERIFORMES,resident,resident,0,0
Monarcha_mundus,Black-bibbed-Monarch,Monarcha_mundus,Black-bibbed-Monarch,Monarcha_mundus,PASSERIFORMES,resident,resident,0,26.0487926068063
Monarcha_pileatus,White-naped-Monarch,Monarcha_pileatus,White-naped-Monarch,Monarcha_pileatus,PASSERIFORMES,resident,resident,0,58.3167144703042
Monarcha_richardsii,White-capped-Monarch,Monarcha_richardsii,White-capped-Monarch,Monarcha_richardsii,PASSERIFORMES,resident,resident,0,36.7188476281104
Monarcha_rubiensis,Rufous-Monarch,Monarcha_rubiensis,Rufous-Monarch,Monarcha_rubiensis,PASSERIFORMES,resident,resident,0,182.95047967709
Monarcha_sacerdotum,Flores-Monarch,Monarcha_sacerdotum,Flores-Monarch,Monarcha_sacerdotum,PASSERIFORMES,resident,resident,0,18.3354625617253
Monarcha_takatsukasae,Tinian-Monarch,Monarcha_takatsukasae,Tinian-Monarch,Monarcha_takatsukasae,PASSERIFORMES,resident,resident,0,0
Monarcha_trivirgatus,Spectacled-Monarch,Monarcha_trivirgatus,Spectacled-Monarch,Monarcha_trivirgatus,PASSERIFORMES,partial_mig,short,702.69151153317,702.69151153317
Monarcha_verticalis,Black-tailed-Monarch,Monarcha_verticalis,Black-tailed-Monarch,Monarcha_verticalis,PASSERIFORMES,resident,resident,0,82.4947154246761
Monarcha_viduus,White-collared-Monarch,Monarcha_vidua,White-collared-Monarch,Monarcha_viduus,PASSERIFORMES,resident,resident,0,18.4354680796936
Monasa_atra,Black-Nunbird,Monasa_atra,Black-Nunbird,Monasa_atra,PICIFORMES,resident,resident,0,328.952340063812
Monasa_flavirostris,Yellow-billed-Nunbird,Monasa_flavirostris,Yellow-billed-Nunbird,Monasa_flavirostris,PICIFORMES,resident,resident,0,245.834155292495
Monasa_morphoeus,White-fronted-Nunbird,Monasa_morphoeus,White-fronted-Nunbird,Monasa_morphoeus,PICIFORMES,resident,resident,0,602.666517468169
Monasa_nigrifrons,Black-fronted-Nunbird,Monasa_nigrifrons,Black-fronted-Nunbird,Monasa_nigrifrons,PICIFORMES,resident,resident,0,672.033333913355
Monias_benschi,Subdesert-Mesite,Monias_benschi,Subdesert-Mesite,Monias_benschi,MESITORNITHIFORMES,resident,resident,0,36.9100198610376
Monticola_angolensis,Miombo-Rock-thrush,Monticola_angolensis,Miombo-Rock-thrush,Monticola_angolensis,PASSERIFORMES,resident,resident,0,430.92784964745
Monticola_brevipes,Short-toed-Rock-thrush,Monticola_brevipes,Short-toed-Rock-thrush,Monticola_brevipes,PASSERIFORMES,resident,resident,0,299.737583418122
Monticola_cinclorhynchus,Blue-capped-Rock-thrush,Monticola_cinclorhynchus,Blue-capped-Rock-thrush,Monticola_cinclorhynchus,PASSERIFORMES,strict_mig,short,979.150414874356,979.150414874356
Monticola_erythronotus,Amber-Mountain-Rock-thrush,Monticola_erythronotus,Amber-Mountain-Rock-thrush,Monticola_erythronotus,PASSERIFORMES,resident,resident,0,0
Monticola_explorator,Sentinel-Rock-thrush,Monticola_explorator,Sentinel-Rock-thrush,Monticola_explorator,PASSERIFORMES,resident,resident,0,196.170864372557
Monticola_gularis,White-throated-Rock-thrush,Monticola_gularis,White-throated-Rock-thrush,Monticola_gularis,PASSERIFORMES,strict_mig,variable,2553.62402917271,2553.62402917271
Monticola_imerinus,Littoral-Rock-thrush,Monticola_imerinus,Littoral-Rock-thrush,Monticola_imerinus,PASSERIFORMES,resident,resident,0,55.373648487758
Monticola_rufiventris,Chestnut-bellied-Rock-thrush,Monticola_rufiventris,Chestnut-bellied-Rock-thrush,Monticola_rufiventris,PASSERIFORMES,partial_mig,short,654.767606848013,654.767606848013
Monticola_rufocinereus,Little-Rock-thrush,Monticola_rufocinereus,Little-Rock-thrush,Monticola_rufocinereus,PASSERIFORMES,resident,resident,0,309.734857445405
Monticola_rupestris,Cape-Rock-thrush,Monticola_rupestris,Cape-Rock-thrush,Monticola_rupestris,PASSERIFORMES,resident,resident,0,209.671240061402
Monticola_saxatilis,Rufous-tailed-Rock-thrush,Monticola_saxatilis,Common-Rock-thrush,Monticola_saxatilis,PASSERIFORMES,strict_mig,long,4283.63269631501,4283.63269631501
Monticola_sharpei,Forest-Rock-thrush,Monticola_sharpei,Forest-Rock-thrush,Monticola_sharpei,PASSERIFORMES,resident,resident,0,157.23377776967
Monticola_solitarius,Blue-Rock-thrush,Monticola_solitarius,Blue-Rock-thrush,Monticola_solitarius,PASSERIFORMES,partial_mig,variable,2108.61393023825,2108.61393023825
Montifringilla_adamsi,Black-winged-Snowfinch,Montifringilla_adamsi,Black-winged-Snowfinch,Montifringilla_adamsi,PASSERIFORMES,resident,resident,0,270.198956118462
Montifringilla_blanfordi,Plain-backed-Snowfinch,Pyrgilauda_blanfordi,Blanfords-Ground-sparrow,Montifringilla_blanfordi,PASSERIFORMES,resident,resident,0,151.407817822513
Montifringilla_davidiana,Small-Snowfinch,Pyrgilauda_davidiana,Small-Ground-sparrow,Montifringilla_davidiana,PASSERIFORMES,resident,resident,0,384.199588893075
Montifringilla_nivalis,White-winged-Snowfinch,Montifringilla_nivalis,White-winged-Snowfinch,Montifringilla_nivalis,PASSERIFORMES,resident,resident,0,759.401863650921
Montifringilla_ruficollis,Rufous-necked-Snowfinch,Pyrgilauda_ruficollis,Rufous-necked-Ground-sparrow,Montifringilla_ruficollis,PASSERIFORMES,resident,resident,0,355.188085393792
Montifringilla_taczanowskii,White-rumped-Snowfinch,Pyrgilauda_taczanowskii,White-rumped-Ground-sparrow,Montifringilla_taczanowskii,PASSERIFORMES,resident,resident,0,329.982356305381
Montifringilla_theresae,Afghan-Snowfinch,Pyrgilauda_theresae,Afghan-Ground-sparrow,Montifringilla_theresae,PASSERIFORMES,partial_mig,short,222.74978180578,222.74978180578
Morococcyx_erythropygus,Lesser-Ground-cuckoo,Morococcyx_erythropygus,Lesser-Ground-cuckoo,Morococcyx_erythropygus,CUCULIFORMES,resident,resident,0,246.617889928721
Morphnus_guianensis,Crested-Eagle,Morphnus_guianensis,Crested-Eagle,Morphnus_guianensis,ACCIPITRIFORMES,resident,resident,0,866.318116280512
Morus_bassanus,Northern-Gannet,Morus_bassanus,Northern-Gannet,Morus_bassanus,SULIFORMES,strict_mig,variable,799.705877767138,799.705877767138
Morus_capensis,Cape-Gannet,Morus_capensis,Cape-Gannet,Morus_capensis,SULIFORMES,strict_mig,variable,710.087919024846,710.087919024846
Morus_serrator,Australasian-Gannet,Morus_serrator,Australasian-Gannet,Morus_serrator,SULIFORMES,strict_mig,variable,741.607289898077,741.607289898077
Motacilla_aguimp,African-Pied-Wagtail,Motacilla_aguimp,African-Pied-Wagtail,Motacilla_aguimp,PASSERIFORMES,resident,resident,0,938.976459054338
Motacilla_alba,White-Wagtail,Motacilla_alba,White-Wagtail,Motacilla_alba,PASSERIFORMES,partial_mig,variable,3339.69149637682,3339.69149637682
Motacilla_capensis,Cape-Wagtail,Motacilla_capensis,Cape-Wagtail,Motacilla_capensis,PASSERIFORMES,resident,resident,0,567.643431205028
Motacilla_cinerea,Grey-Wagtail,Motacilla_cinerea,Grey-Wagtail,Motacilla_cinerea,PASSERIFORMES,partial_mig,variable,3535.2198091858,3535.2198091858
Motacilla_citreola,Citrine-Wagtail,Motacilla_citreola,Citrine-Wagtail,Motacilla_citreola,PASSERIFORMES,strict_mig,variable,2340.5058180077,2340.5058180077
