Sp.Scien.jetz,Sp.Eng.jetz,Sp.Scien.hbw,Sp.Eng.hbw,Match_jetz_birdlife,Order,strategy_3,distance_4,distance_quanti_RES0,distance_quanti_ALL
Colaptes_rubiginosus,Golden-olive-Woodpecker,Colaptes_rubiginosus,Golden-olive-Woodpecker,Colaptes_rubiginosus,PICIFORMES,resident,resident,0,666.120062639849
Colaptes_rupicola,Andean-Flicker,Colaptes_rupicola,Southern-Andean-Flicker,Colaptes_rupicola,PICIFORMES,resident,resident,0,270.820570015936
Colibri_coruscans,Sparkling-Violet-ear,Colibri_coruscans,Sparkling-Violet-ear,Colibri_coruscans,CAPRIMULGIFORMES,resident,resident,0,444.222108924015
Colibri_delphinae,Brown-Violet-ear,Colibri_delphinae,Brown-Violet-ear,Colibri_delphinae,CAPRIMULGIFORMES,resident,resident,0,478.872425184079
Colibri_serrirostris,White-vented-Violet-ear,Colibri_serrirostris,White-vented-Violet-ear,Colibri_serrirostris,CAPRIMULGIFORMES,resident,resident,0,424.597512470003
Colibri_thalassinus,Green-Violet-ear,Colibri_thalassinus,Green-Violet-ear,Colibri_thalassinus,CAPRIMULGIFORMES,resident,resident,0,534.535288374813
Colinus_cristatus,Crested-Bobwhite,Colinus_cristatus,Crested-Bobwhite,Colinus_cristatus,GALLIFORMES,resident,resident,0,372.844760374576
Colinus_leucopogon,Spot-bellied-Bobwhite,Colinus_leucopogon,Spot-bellied-Bobwhite,Colinus_leucopogon,GALLIFORMES,resident,resident,0,114.841136117477
Colinus_nigrogularis,Black-throated-Bobwhite,Colinus_nigrogularis,Black-throated-Bobwhite,Colinus_nigrogularis,GALLIFORMES,resident,resident,0,101.601710700951
Colinus_virginianus,Northern-Bobwhite,Colinus_virginianus,Northern-Bobwhite,Colinus_virginianus,GALLIFORMES,resident,resident,0,571.168224702023
Colius_castanotus,Red-backed-Mousebird,Colius_castanotus,Red-backed-Mousebird,Colius_castanotus,COLIIFORMES,resident,resident,0,146.845595932393
Colius_colius,White-backed-Mousebird,Colius_colius,White-backed-Mousebird,Colius_colius,COLIIFORMES,resident,resident,0,332.989373419976
Colius_leucocephalus,White-headed-Mousebird,Colius_leucocephalus,White-headed-Mousebird,Colius_leucocephalus,COLIIFORMES,resident,resident,0,200.1704291339
Colius_striatus,Speckled-Mousebird,Colius_striatus,Speckled-Mousebird,Colius_striatus,COLIIFORMES,resident,resident,0,849.916975118941
Collocalia_amelis,Grey-Swiftlet,Aerodramus_vanikorensis,Uniform-Swiftlet,Aerodramus_vanikorensis,CAPRIMULGIFORMES,resident,resident,0,542.516114859461
Collocalia_bartschi,Guam-Swiftlet,Aerodramus_bartschi,Mariana-Swiftlet,Aerodramus_bartschi,CAPRIMULGIFORMES,resident,resident,0,18.4418855302759
Collocalia_brevirostris,Himalayan-Swiftlet,Aerodramus_brevirostris,Himalayan-Swiftlet,Aerodramus_brevirostris,CAPRIMULGIFORMES,partial_mig,short,938.577982312267,938.577982312267
Collocalia_elaphra,Seychelles-Swiftlet,Aerodramus_elaphrus,Seychelles-Swiftlet,Aerodramus_elaphrus,CAPRIMULGIFORMES,resident,resident,0,18.4302207528215
Collocalia_esculenta,Glossy-Swiftlet,Collocalia_esculenta,Glossy-Swiftlet,Collocalia_esculenta,CAPRIMULGIFORMES,resident,resident,0,798.072967634921
Collocalia_francica,Mascarene-Swiftlet,Aerodramus_francicus,Mascarene-Swiftlet,Aerodramus_francicus,CAPRIMULGIFORMES,resident,resident,0,25.295484888468
Collocalia_fuciphaga,Edible-nest-Swiftlet,Aerodramus_fuciphagus,Edible-nest-Swiftlet,Aerodramus_fuciphagus,CAPRIMULGIFORMES,resident,resident,0,520.015061545734
Collocalia_germani,Germans-Swiftlet,Aerodramus_fuciphagus,Edible-nest-Swiftlet,Aerodramus_fuciphagus,CAPRIMULGIFORMES,resident,resident,0,520.015061545734
Collocalia_hirundinacea,Mountain-Swiftlet,Aerodramus_hirundinaceus,Mountain-Swiftlet,Aerodramus_hirundinaceus,CAPRIMULGIFORMES,resident,resident,0,230.839912435284
Collocalia_infuscata,Moluccan-Swiftlet,Aerodramus_infuscatus,Moluccan-Swiftlet,Aerodramus_infuscatus,CAPRIMULGIFORMES,resident,resident,0,166.899091383233
Collocalia_inquieta,Micronesian-Swiftlet,Aerodramus_mearnsi,Philippine-Swiftlet,Aerodramus_mearnsi,CAPRIMULGIFORMES,resident,resident,0,189.586688121779
Collocalia_leucophaea,Tahiti-Swiftlet,Aerodramus_leucophaeus,Polynesian-Swiftlet,Aerodramus_leucophaeus,CAPRIMULGIFORMES,resident,resident,0,25.9967432255969
Collocalia_linchi,Cave-Swiftlet,Collocalia_linchi,Cave-Swiftlet,Collocalia_linchi,CAPRIMULGIFORMES,resident,resident,0,240.655721857008
Collocalia_maxima,Black-nest-Swiftlet,Aerodramus_maximus,Black-nest-Swiftlet,Aerodramus_maximus,CAPRIMULGIFORMES,resident,resident,0,333.092607825536
Collocalia_mearnsi,Philippine-Swiftlet,Aerodramus_mearnsi,Philippine-Swiftlet,Aerodramus_mearnsi,CAPRIMULGIFORMES,resident,resident,0,189.586688121779
Collocalia_nuditarsus,Bare-legged-Swiftlet,Aerodramus_nuditarsus,Bare-legged-Swiftlet,Aerodramus_nuditarsus,CAPRIMULGIFORMES,resident,resident,0,158.522453658785
Collocalia_ocista,Marquesan-Swiftlet,Aerodramus_leucophaeus,Polynesian-Swiftlet,Aerodramus_leucophaeus,CAPRIMULGIFORMES,resident,resident,0,25.9967432255969
Collocalia_orientalis,Mayrs-Swiftlet,Aerodramus_orientalis,Mayrs-Swiftlet,Aerodramus_orientalis,CAPRIMULGIFORMES,resident,resident,0,40.9587255938861
Collocalia_palawanensis,Palawan-Swiftlet,Aerodramus_vanikorensis,Uniform-Swiftlet,Aerodramus_vanikorensis,CAPRIMULGIFORMES,resident,resident,0,542.516114859461
Collocalia_papuensis,Papuan-Swiftlet,Aerodramus_papuensis,Papuan-Swiftlet,Aerodramus_papuensis,CAPRIMULGIFORMES,resident,resident,0,123.732682364895
Collocalia_pelewensis,Palau-Swiftlet,Aerodramus_pelewensis,Palau-Swiftlet,Aerodramus_pelewensis,CAPRIMULGIFORMES,resident,resident,0,18.4018099037421
Collocalia_rogersi,Indochinese-Swiftlet,Aerodramus_brevirostris,Himalayan-Swiftlet,Aerodramus_brevirostris,CAPRIMULGIFORMES,partial_mig,variable,938.577982312267,938.577982312267
Collocalia_salangana,Mossy-nest-Swiftlet,Aerodramus_salangana,Mossy-nest-Swiftlet,Aerodramus_salangana,CAPRIMULGIFORMES,resident,resident,0,242.432817128642
Collocalia_sawtelli,Atiu-Swiftlet,Aerodramus_sawtelli,Atiu-Swiftlet,Aerodramus_sawtelli,CAPRIMULGIFORMES,resident,resident,0,0
Collocalia_spodiopygia,White-rumped-Swiftlet,Aerodramus_spodiopygius,White-rumped-Swiftlet,Aerodramus_spodiopygius,CAPRIMULGIFORMES,resident,resident,0,354.536818962251
Collocalia_terraereginae,Australian-Swiftlet,Aerodramus_terraereginae,Australian-Swiftlet,Aerodramus_terraereginae,CAPRIMULGIFORMES,resident,resident,0,102.679457670327
Collocalia_troglodytes,Pygmy-Swiftlet,Collocalia_troglodytes,Pygmy-Swiftlet,Collocalia_troglodytes,CAPRIMULGIFORMES,resident,resident,0,201.889423797119
Collocalia_unicolor,Indian-Swiftlet,Aerodramus_unicolor,Indian-Swiftlet,Aerodramus_unicolor,CAPRIMULGIFORMES,resident,resident,0,153.845629821785
Collocalia_vanikorensis,Uniform-Swiftlet,Aerodramus_vanikorensis,Uniform-Swiftlet,Aerodramus_vanikorensis,CAPRIMULGIFORMES,resident,resident,0,542.516114859461
Collocalia_vulcanorum,Volcano-Swiftlet,Aerodramus_vulcanorum,Volcano-Swiftlet,Aerodramus_vulcanorum,CAPRIMULGIFORMES,resident,resident,0,36.8635675632255
Collocalia_whiteheadi,Whiteheads-Swiftlet,Aerodramus_whiteheadi,Whiteheads-Swiftlet,Aerodramus_whiteheadi,CAPRIMULGIFORMES,resident,resident,0,51.2125102943591
Colluricincla_boweri,Bowers-Shrike-thrush,Colluricincla_boweri,Bowers-Shrike-thrush,Colluricincla_boweri,PASSERIFORMES,resident,resident,0,64.5008966325088
Colluricincla_harmonica,Grey-Shrike-thrush,Colluricincla_harmonica,Grey-Shrike-thrush,Colluricincla_harmonica,PASSERIFORMES,resident,resident,0,743.302503241231
Colluricincla_megarhyncha,Little-Shrike-thrush,Colluricincla_megarhyncha,Little-Shrike-thrush,Colluricincla_megarhyncha,PASSERIFORMES,resident,resident,0,465.061828775149
Colluricincla_sanghirensis,Sangihe-Shrike-thrush,Colluricincla_sanghirensis,Sangihe-Shrike-thrush,Colluricincla_sanghirensis,PASSERIFORMES,resident,resident,0,0
Colluricincla_tenebrosa,Morningbird,Colluricincla_tenebrosa,Morningbird,NA1,PASSERIFORMES,resident,resident,NA,NA
Colluricincla_umbrina,Sooty-Shrike-thrush,Colluricincla_umbrina,Sooty-Shrike-thrush,Colluricincla_umbrina,PASSERIFORMES,resident,resident,0,92.4842800165441
Colluricincla_woodwardi,Sandstone-Shrike-thrush,Colluricincla_woodwardi,Sandstone-Shrike-thrush,Colluricincla_woodwardi,PASSERIFORMES,resident,resident,0,217.217841907964
Colonia_colonus,Long-tailed-Tyrant,Colonia_colonus,Long-tailed-Tyrant,Colonia_colonus,PASSERIFORMES,resident,resident,0,740.767805738475
Colorhamphus_parvirostris,Patagonian-Tyrant,Colorhamphus_parvirostris,Patagonian-Tyrant,Colorhamphus_parvirostris,PASSERIFORMES,partial_mig,short,651.180799898978,651.180799898978
Columba_albinucha,White-naped-Pigeon,Columba_albinucha,White-naped-Pigeon,Columba_albinucha,COLUMBIFORMES,resident,resident,0,92.7561102108363
Columba_albitorques,White-collared-Pigeon,Columba_albitorques,White-collared-Pigeon,Columba_albitorques,COLUMBIFORMES,resident,resident,0,133.050500777737
Columba_argentina,Silvery-Wood-pigeon,Columba_argentina,Silvery-Pigeon,Columba_argentina,COLUMBIFORMES,resident,resident,0,18.5330431712707
Columba_arquatrix,African-Olive-pigeon,Columba_arquatrix,African-Olive-pigeon,Columba_arquatrix,COLUMBIFORMES,resident,resident,0,594.430189038678
Columba_bollii,Dark-tailed-Laurel-Pigeon,Columba_bollii,Dark-tailed-Laurel-pigeon,Columba_bollii,COLUMBIFORMES,resident,resident,0,24.6695778421414
Columba_delegorguei,Eastern-Bronze-naped-Pigeon,Columba_delegorguei,Eastern-Bronze-naped-Pigeon,Columba_delegorguei,COLUMBIFORMES,resident,resident,0,207.383347663818
Columba_elphinstonii,Nilgiri-Wood-pigeon,Columba_elphinstonii,Nilgiri-Woodpigeon,Columba_elphinstonii,COLUMBIFORMES,resident,resident,0,123.413859141388
Columba_eversmanni,Pale-backed-Pigeon,Columba_eversmanni,Yellow-eyed-Pigeon,Columba_eversmanni,COLUMBIFORMES,partial_mig,variable,1431.76189399686,1431.76189399686
Columba_guinea,Speckled-Pigeon,Columba_guinea,Speckled-Pigeon,Columba_guinea,COLUMBIFORMES,resident,resident,0,979.907657904032
Columba_hodgsonii,Speckled-Wood-pigeon,Columba_hodgsonii,Speckled-Woodpigeon,Columba_hodgsonii,COLUMBIFORMES,resident,resident,0,419.42270172593
Columba_iriditorques,Western-Bronze-naped-Pigeon,Columba_iriditorques,Western-Bronze-naped-Pigeon,Columba_iriditorques,COLUMBIFORMES,resident,resident,0,482.378163841549
Columba_janthina,Japanese-Wood-pigeon,Columba_janthina,Japanese-Woodpigeon,Columba_janthina,COLUMBIFORMES,resident,resident,0,234.914169819415
Columba_junoniae,White-tailed-Laurel-Pigeon,Columba_junoniae,White-tailed-Laurel-pigeon,Columba_junoniae,COLUMBIFORMES,resident,resident,0,18.4719889665804
Columba_leucomela,White-headed-Pigeon,Columba_leucomela,White-headed-Pigeon,Columba_leucomela,COLUMBIFORMES,resident,resident,0,209.600660466234
Columba_leuconota,Snow-Pigeon,Columba_leuconota,Snow-Pigeon,Columba_leuconota,COLUMBIFORMES,partial_mig,short,1412.89633029213,1412.89633029213
Columba_livia,Rock-Pigeon,Columba_livia,Rock-Dove,Columba_livia,COLUMBIFORMES,resident,resident,0,1698.95369464479
Columba_malherbii,Sao-Tome-Bronze-naped-Pigeon,Columba_malherbii,Sao-Tome-Bronze-naped-Pigeon,Columba_malherbii,COLUMBIFORMES,resident,resident,0,18.4291918461556
Columba_oenas,Stock-Dove,Columba_oenas,Stock-Dove,Columba_oenas,COLUMBIFORMES,partial_mig,variable,1502.7849239263,1502.7849239263
Columba_oliviae,Somali-Pigeon,Columba_oliviae,Somali-Pigeon,Columba_oliviae,COLUMBIFORMES,resident,resident,0,82.2495285619995
Columba_pallidiceps,Yellow-legged-Pigeon,Columba_pallidiceps,Yellow-legged-Pigeon,Columba_pallidiceps,COLUMBIFORMES,resident,resident,0,123.770730466816
Columba_palumboides,Andaman-Wood-pigeon,Columba_palumboides,Andaman-Woodpigeon,Columba_palumboides,COLUMBIFORMES,resident,resident,0,58.1995411723368
Columba_palumbus,Common-Wood-pigeon,Columba_palumbus,Common-Woodpigeon,Columba_palumbus,COLUMBIFORMES,partial_mig,variable,1629.01225881498,1629.01225881498
Columba_pollenii,Comoro-Olive-pigeon,Columba_pollenii,Comoro-Olive-pigeon,Columba_pollenii,COLUMBIFORMES,resident,resident,0,25.8766336798481
Columba_pulchricollis,Ashy-Wood-pigeon,Columba_pulchricollis,Ashy-Woodpigeon,Columba_pulchricollis,COLUMBIFORMES,resident,resident,0,259.900020289891
Columba_punicea,Pale-capped-Pigeon,Columba_punicea,Pale-capped-Pigeon,Columba_punicea,COLUMBIFORMES,partial_mig,short,1427.70620959859,1427.70620959859
Columba_rupestris,Hill-Pigeon,Columba_rupestris,Hill-Pigeon,Columba_rupestris,COLUMBIFORMES,resident,resident,0,867.942764781319
Columba_sjostedti,Cameroon-Olive-pigeon,Columba_sjostedti,Cameroon-Olive-pigeon,Columba_sjostedti,COLUMBIFORMES,resident,resident,0,66.5936562655666
Columba_thomensis,Maroon-Pigeon,Columba_thomensis,Sao-Tome-Olive-pigeon,Columba_thomensis,COLUMBIFORMES,resident,resident,0,0
Columba_torringtoniae,Sri-Lanka-Wood-pigeon,Columba_torringtoniae,Sri-Lanka-Woodpigeon,Columba_torringtoniae,COLUMBIFORMES,resident,resident,0,26.0570364639771
Columba_trocaz,Madeira-Laurel-Pigeon,Columba_trocaz,Madeira-Laurel-pigeon,Columba_trocaz,COLUMBIFORMES,resident,resident,0,3.90046005980775
Columba_unicincta,Afep-Pigeon,Columba_unicincta,Afep-Pigeon,Columba_unicincta,COLUMBIFORMES,resident,resident,0,479.493464310726
Columba_vitiensis,White-throated-Pigeon,Columba_vitiensis,Metallic-Pigeon,Columba_vitiensis,COLUMBIFORMES,resident,resident,0,594.675306067632
Columbina_buckleyi,Ecuadorian-Ground-dove,Columbina_buckleyi,Ecuadorian-Ground-dove,Columbina_buckleyi,COLUMBIFORMES,resident,resident,0,92.3557789377667
Columbina_cruziana,Croaking-Ground-dove,Columbina_cruziana,Croaking-Ground-dove,Columbina_cruziana,COLUMBIFORMES,resident,resident,0,221.929967496766
Columbina_cyanopis,Blue-eyed-Ground-dove,Columbina_cyanopis,Blue-eyed-Ground-dove,Columbina_cyanopis,COLUMBIFORMES,resident,resident,0,18.4423828024586
Columbina_inca,Inca-Dove,Columbina_inca,Inca-Dove,Columbina_inca,COLUMBIFORMES,resident,resident,0,452.413937327459
Columbina_minuta,Plain-breasted-Ground-dove,Columbina_minuta,Plain-breasted-Ground-dove,Columbina_minuta,COLUMBIFORMES,resident,resident,0,768.167240954997
Columbina_passerina,Common-Ground-dove,Columbina_passerina,Common-Ground-dove,Columbina_passerina,COLUMBIFORMES,resident,resident,0,999.721353298011
Columbina_picui,Picui-Ground-dove,Columbina_picui,Picui-Dove,Columbina_picui,COLUMBIFORMES,partial_mig,short,1339.17616155232,1339.17616155232
Columbina_squammata,Scaled-Dove,Columbina_squammata,Scaled-Dove,Columbina_squammata,COLUMBIFORMES,resident,resident,0,584.600665852807
Columbina_talpacoti,Ruddy-Ground-dove,Columbina_talpacoti,Ruddy-Ground-dove,Columbina_talpacoti,COLUMBIFORMES,resident,resident,0,1002.73191355087
Compsospiza_baeri,Tucuman-Mountain-finch,Compsospiza_baeri,Tucuman-Mountain-finch,Compsospiza_baeri,PASSERIFORMES,resident,resident,0,33.2348109336161
Compsospiza_garleppi,Cochabamba-Mountain-finch,Compsospiza_garleppi,Cochabamba-Mountain-finch,Compsospiza_garleppi,PASSERIFORMES,resident,resident,0,25.5599171863441
Compsothraupis_loricata,Scarlet-throated-Tanager,Compsothraupis_loricata,Scarlet-throated-Tanager,Compsothraupis_loricata,PASSERIFORMES,resident,resident,0,311.816851496687
Conioptilon_mcilhennyi,Black-faced-Cotinga,Conioptilon_mcilhennyi,Black-faced-Cotinga,Conioptilon_mcilhennyi,PASSERIFORMES,resident,resident,0,98.4855112575499
Conirostrum_albifrons,Capped-Conebill,Conirostrum_albifrons,Capped-Conebill,Conirostrum_albifrons,PASSERIFORMES,resident,resident,0,304.461206100263
Conirostrum_bicolor,Bicoloured-Conebill,Conirostrum_bicolor,Bicolored-Conebill,Conirostrum_bicolor,PASSERIFORMES,resident,resident,0,603.491504981725
Conirostrum_cinereum,Cinereous-Conebill,Conirostrum_cinereum,Cinereous-Conebill,Conirostrum_cinereum,PASSERIFORMES,resident,resident,0,268.152495585664
Conirostrum_ferrugineiventre,White-browed-Conebill,Conirostrum_ferrugineiventre,White-browed-Conebill,Conirostrum_ferrugineiventre,PASSERIFORMES,resident,resident,0,148.262666361373
Conirostrum_leucogenys,White-eared-Conebill,Conirostrum_leucogenys,White-eared-Conebill,Conirostrum_leucogenys,PASSERIFORMES,resident,resident,0,164.45053795908
Conirostrum_margaritae,Pearly-breasted-Conebill,Conirostrum_margaritae,Pearly-breasted-Conebill,Conirostrum_margaritae,PASSERIFORMES,resident,resident,0,107.593571073233
Conirostrum_rufum,Rufous-browed-Conebill,Conirostrum_rufum,Rufous-browed-Conebill,Conirostrum_rufum,PASSERIFORMES,resident,resident,0,58.381464226679
Conirostrum_sitticolor,Blue-backed-Conebill,Conirostrum_sitticolor,Blue-backed-Conebill,Conirostrum_sitticolor,PASSERIFORMES,resident,resident,0,326.737259955619
Conirostrum_speciosum,Chestnut-vented-Conebill,Conirostrum_speciosum,Chestnut-vented-Conebill,Conirostrum_speciosum,PASSERIFORMES,resident,resident,0,781.536710198755
Conirostrum_tamarugense,Tamarugo-Conebill,Conirostrum_tamarugense,Tamarugo-Conebill,Conirostrum_tamarugense,PASSERIFORMES,strict_mig,short,112.070635097638,112.070635097638
Conopias_albovittatus,White-ringed-Flycatcher,Conopias_albovittatus,White-ringed-Flycatcher,Conopias_albovittatus,PASSERIFORMES,resident,resident,0,170.884204877808
Conopias_cinchoneti,Lemon-browed-Flycatcher,Conopias_cinchoneti,Lemon-browed-Flycatcher,Conopias_cinchoneti,PASSERIFORMES,resident,resident,0,206.061554454281
Conopias_parvus,Yellow-throated-Flycatcher,Conopias_parvus,Yellow-throated-Flycatcher,Conopias_parvus,PASSERIFORMES,resident,resident,0,449.087009782426
Conopias_trivirgatus,Three-striped-Flycatcher,Conopias_trivirgatus,Three-striped-Flycatcher,Conopias_trivirgatus,PASSERIFORMES,resident,resident,0,406.499300834416
Conopophaga_ardesiaca,Slaty-Gnateater,Conopophaga_ardesiaca,Slaty-Gnateater,Conopophaga_ardesiaca,PASSERIFORMES,resident,resident,0,116.6766606004
Conopophaga_aurita,Chestnut-belted-Gnateater,Conopophaga_aurita,Chestnut-belted-Gnateater,Conopophaga_aurita,PASSERIFORMES,resident,resident,0,473.970387093776
Conopophaga_castaneiceps,Chestnut-crowned-Gnateater,Conopophaga_castaneiceps,Chestnut-crowned-Gnateater,Conopophaga_castaneiceps,PASSERIFORMES,resident,resident,0,236.38721998448
Conopophaga_cearae,Ceara-Gnateater,Conopophaga_lineata,Rufous-Gnateater,Conopophaga_lineata,PASSERIFORMES,resident,resident,0,357.124986877681
Conopophaga_lineata,Rufous-Gnateater,Conopophaga_lineata,Rufous-Gnateater,Conopophaga_lineata,PASSERIFORMES,resident,resident,0,357.124986877681
Conopophaga_melanogaster,Black-bellied-Gnateater,Conopophaga_melanogaster,Black-bellied-Gnateater,Conopophaga_melanogaster,PASSERIFORMES,resident,resident,0,258.71338057699
Conopophaga_melanops,Black-cheeked-Gnateater,Conopophaga_melanops,Black-cheeked-Gnateater,Conopophaga_melanops,PASSERIFORMES,resident,resident,0,188.387638246828
Conopophaga_peruviana,Ash-throated-Gnateater,Conopophaga_peruviana,Ash-throated-Gnateater,Conopophaga_peruviana,PASSERIFORMES,resident,resident,0,272.036022309951
Conopophaga_roberti,Hooded-Gnateater,Conopophaga_roberti,Hooded-Gnateater,Conopophaga_roberti,PASSERIFORMES,resident,resident,0,209.140919181919
Conopophila_albogularis,Rufous-banded-Honeyeater,Conopophila_albogularis,Rufous-banded-Honeyeater,Conopophila_albogularis,PASSERIFORMES,resident,resident,0,326.08673805961
Conopophila_rufogularis,Rufous-throated-Honeyeater,Conopophila_rufogularis,Rufous-throated-Honeyeater,Conopophila_rufogularis,PASSERIFORMES,resident,resident,0,386.883315838082
Conopophila_whitei,Grey-Honeyeater,Conopophila_whitei,Grey-Honeyeater,Conopophila_whitei,PASSERIFORMES,resident,resident,0,310.075982632309
Conostoma_oemodium,Great-Parrotbill,Conostoma_aemodium,Great-Parrotbill,Conostoma_oemodium,PASSERIFORMES,resident,resident,0,264.744414707105
Conothraupis_mesoleuca,Cone-billed-Tanager,Conothraupis_mesoleuca,Cone-billed-Tanager,Conothraupis_mesoleuca,PASSERIFORMES,resident,resident,0,54.0595337327795
Conothraupis_speculigera,Black-and-white-Tanager,Conothraupis_speculigera,Black-and-white-Tanager,Conothraupis_speculigera,PASSERIFORMES,partial_mig,short,265.796173630936,265.796173630936
Contopus_albogularis,White-throated-Pewee,Contopus_albogularis,White-throated-Pewee,Contopus_albogularis,PASSERIFORMES,resident,resident,0,92.4053520767917
Contopus_caribaeus,Greater-Antillean-Pewee,Contopus_caribaeus,Cuban-Pewee,Contopus_caribaeus,PASSERIFORMES,resident,resident,0,138.332433236558
Contopus_cinereus,Tropical-Pewee,Contopus_cinereus,Tropical-Pewee,Contopus_cinereus,PASSERIFORMES,resident,resident,0,784.794732801927
Contopus_cooperi,Olive-sided-Flycatcher,Contopus_cooperi,Olive-sided-Flycatcher,Contopus_cooperi,PASSERIFORMES,strict_mig,long,5515.90651350292,5515.90651350292
Contopus_fumigatus,Smoke-coloured-Pewee,Contopus_fumigatus,Smoke-coloured-Pewee,Contopus_fumigatus,PASSERIFORMES,resident,resident,0,465.819904492077
Contopus_hispaniolensis,Hispaniolan-Pewee,Contopus_hispaniolensis,Hispaniolan-Pewee,Contopus_hispaniolensis,PASSERIFORMES,resident,resident,0,81.6865309382475
Contopus_latirostris,Lesser-Antillean-Pewee,Contopus_latirostris,Lesser-Antillean-Pewee,Contopus_latirostris,PASSERIFORMES,resident,resident,0,25.6926169378016
Contopus_lugubris,Dark-Pewee,Contopus_lugubris,Dark-Pewee,Contopus_lugubris,PASSERIFORMES,resident,resident,0,40.9715303510703
Contopus_nigrescens,Blackish-Pewee,Contopus_nigrescens,Blackish-Pewee,Contopus_nigrescens,PASSERIFORMES,resident,resident,0,76.0150641716914
Contopus_ochraceus,Ochraceous-Pewee,Contopus_ochraceus,Ochraceous-Pewee,Contopus_ochraceus,PASSERIFORMES,resident,resident,0,25.9717397863433
Contopus_pallidus,Jamaican-Pewee,Contopus_pallidus,Jamaican-Pewee,Contopus_pallidus,PASSERIFORMES,resident,resident,0,35.2983442995488
Contopus_pertinax,Greater-Pewee,Contopus_pertinax,Greater-Pewee,Contopus_pertinax,PASSERIFORMES,partial_mig,short,1006.15893728407,1006.15893728407
Contopus_punensis,Tumbes-Pewee,Contopus_cinereus,Tropical-Pewee,Contopus_cinereus,PASSERIFORMES,resident,resident,0,784.794732801927
Contopus_sordidulus,Western-Wood-pewee,Contopus_sordidulus,Western-Wood-pewee,Contopus_sordidulus,PASSERIFORMES,strict_mig,long,5076.5329446663,5076.5329446663
